name,melakarta,parent,cakram,alternate_names,arohanam,avarohanam,anya_svarams
ranjani,,59,,,"S,R2,G2,M2,D2,Ṡ","Ṡ,N3,D2,M2,G2,S",
rasAli,,4,,,"S,R1,M1,P,D2,N2,Ṡ","Ṡ,D2,P,M1,R1,S",
rasamanjari,,72,,,"S,R3,G3,M2,P,D3,N3,Ṡ","Ṡ,N3,D3,P,M2,G3,R3,S",
rasavinOdini,,52,,,"S,G3,M2,P,D2,N2,Ṡ","Ṡ,N2,D2,P,M2,G3,S",
rasikapriya,72,NULL,Aditya,,"S,R3,G3,M2,P,D3,N3,S","S,N3,D3,P,M2,G3,R3,S",
rasikaranjani,,16,,,"S,R1,G3,P,Ṡ","Ṡ,D2,P,G3,R1,S",
ratikA,,47,,,"S,M2,G2,M2,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,G2,R1,S",
ratipriya,,62,,,"S,R2,G3,M2,P,D1,N2,Ṡ","Ṡ,N2,D1,P,M2,G3,R2,S",
ratipatipriya,,22,,,"S,R2,G2,P,N2,Ṡ","Ṡ,N2,P,G2,R2,S",
ratnabhAnu,,62,,,"S,R2,M2,P,N2,D1,N2,Ṡ","Ṡ,N2,D1,P,M2,G3,R2,S",
ratnabhUshaNi,,29,,,"S,R2,G3,M1,P,Ṡ","Ṡ,P,M1,G3,R2,S",
ratnakAnti,,63,,,"S,R2,G3,M2,P,N3,Ṡ","Ṡ,N3,P,M2,G3,R2,S",
ratnangi,2,NULL,Indu,,"S,R1,G1,M1,P,D1,N2,S","S,N2,D1,P,M1,G1,R1,S",
ratnasAranga,,60,,,"S,R2,G2,M2,P,N3,Ṡ","Ṡ,N3,D3,P,M2,G2,R2,S",
ratnavarALi,,2,,,"S,R1,M1,P,N2,D1,Ṡ","Ṡ,N2,P,M1,R1,G1,R1,S",
raupyanaka,,12,,,"S,M1,P,D3,N3,Ṡ","Ṡ,N3,P,M1,G2,R1,S",
ravicandrikA,,28,,,"S,R2,G3,M1,D2,Ṡ","Ṡ,N2,D2,M1,G3,R2,S",
ravikriyA,,42,,,"S,G1,R1,G1,M2,P,D3,N3,Ṡ","Ṡ,N3,P,M2,G1,R1,S",
ravisvarUpini,,63,,,"S,G3,M2,P,D1,N3,Ṡ","Ṡ,N3,D1,P,M2,G3,S",
rEvagupti,,15,,,"S,R1,G3,P,D1,Ṡ","Ṡ,D1,P,G3,R1,S",
rEvati,,2,,,"S,R1,M1,P,N2,Ṡ","Ṡ,N2,P,M1,R1,S",
rishabhapriya,62,NULL,Rudra,,"S,R2,G3,M2,P,D1,N1,S","S,N1,D1,P,M2,G3,R2,S",
rishabhavilAsa,,1,,,"S,R1,M1,P,D1,Ṡ","Ṡ,D1,P,M1,R1,M1,R1,S",
rishipriya,,21,,,"S,R2,G2,M1,P,D1,N3,Ṡ","Ṡ,N3,P,M1,G2,R2,S",
rIticandrikA,,52,,,"S,R1,G3,M2,P,D2,Ṡ","Ṡ,N2,D2,P,M2,G3,R1,S",
rItigauLa,,22,,,"S,G2,R2,G2,M1,N2,D2,M1,N2,N2,Ṡ","Ṡ,N2,D2,M1,G2,M1,P,M1,G2,R2,S",
rItuvilAsa,,29,,,"S,G3,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,G3,S",
rOhiNi,,17,,,"S,R1,G3,M1,M2,D2,N3,Ṡ","Ṡ,N3,D2,M2,M1,G3,R1,S",
rudra Panchami,,16,,,"S,G3,M1,D2,N2,Ṡ","Ṡ,N3,D2,M1,G3,R1,S",
rudrapriya,,22,,,"S,R2,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,P,M1,G2,R2,S",
rukhmAmbari,,15,,,"S,R1,G3,P,N3,Ṡ","Ṡ,N3,P,G3,R1,S",
rUpavati,12,NULL,Netra,,"S,R1,G2,M1,P,D3,N3,S","S,N3,D3,P,M1,G2,R1,S",
sailadeshAkshhi,,35,,,"S,M1,G3,P,D2,Ṡ","Ṡ,N3,D2,S,N3,P,M1,G3,S",
Saindhavi,,22,,,"N2,D2,N2,S,R2,G2,M1,P,D2,N2","D2,P,M1,G2,R2,S,N2,D2,N2,S",
sakthirUpini,,57,,,"S,G2,M2,D2,Ṡ","Ṡ,N2,D2,M2,G2,S",
sakunthala,,28,,,"S,R2,G3,M1,D2,N2,Ṡ","Ṡ,N2,D2,M1,G3,S",
sAmA,,28,,,"S,R2,G3,S,R2,P,M1,D2,D2,S","S,D2,P,M1,G3,R2,S",
sAmA,,28,,,"S,R2,M1,P,D2,S","S,D2,P,M1,G3,R2,S",
sankara,,29,,,"S,G3,P,Ṡ","Ṡ,N3,D2,P,G3,P,R2,G3,S",
sankaraharigauLa,,28,,,"S,R2,G3,M1,P,D2,N3,Ṡ","Ṡ,N2,D2,P,M1,G3,R2,S",
sankaramohana,,29,,,"S,R2,G3,P,N3,D2,S,N3","S,D2,P,G3,R2,S",
sAranga KApi,,20,,,"S,R1,P,M1,R1,P,R1,M1,P,N2,Ṡ","Ṡ,N2,D1,P,M1,G2,R1,S",
sAranga MallAr,,29,,,"S,R2,M1,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M1,R2,S,N3,S",
sAranga NAta,,15,,,"S,R1,M1,P,D1,Ṡ","Ṡ,N3,S,D1,P,M1,G3,R1,S",
sAranga TArangini,,65,,,"S,R2,M2,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,R2,S",
SAranga,,65,,,"S,R2,G3,M2,P,D2,N3,Ṡ","Ṡ,N3,D2,P,M2,R2,G3,M1,R2,Ṡ",
sAranga,,65,,,"S,R2,S,P,M2,P,D2,N3,Ṡ","S,N3,S,D2,P,M2,R2,G3,M1,R2,Ṡ",
sarasAnana,,27,,,"S,R2,G3,M1,D1,N3,Ṡ","Ṡ,N3,D1,M1,G3,R2,S",
sarasAngi,27,NULL,Bana,,"S,R2,G3,M1,P,D2,N3,S","S,N3,D2,P,M1,G3,R2,S",
sarasIruha,,27,,,"S,R2,G3,M1,D1,N1,D1,Ṡ","Ṡ,N1,D1,M1,G3,R2",
sarasvati ManOhari,,28,,,"S,R2,G3,M1,D2,Ṡ","Ṡ,D2,N2,P,M1,G3,R2,S",
sarasvati,,64,,,"S,R2,M2,P,D2,Ṡ","Ṡ,N2,D2,P,M2,R2,S",
sarasvati,37,NULL,Rishi,,"S,R1,G1,M2,P,D2,N2,S","S,N2,D2,P,M2,G1,R1,S",
sarvachUdAmani,,22,,,"S,R2,M1,G2,M1,P,D2,N2,Ṡ","Ṡ,N2,P,D2,N2,D2,P,M1,G2,R2,G2,R2,S",
sarvAngi,,57,,,"S,R2,M2,D1,N3,Ṡ","Ṡ,N3,D1,M2,G2,S,R3,S",
sarvasri,,1,,,"S,M1,P,Ṡ","Ṡ,P,M1,S",
satvamanjari,,28,,,"S,R2,M1,P,D2,Ṡ","Ṡ,N2,D2,P,M1,N2,D2,M1,R2,S",
satyAvati,,15,,,"S,G3,R1,G3,P,D1,Ṡ","Ṡ,N3,D1,N3,P,D1,P,G3,R1,S",
saugandhini,,37,,,"S,R1,M2,P,D1,Ṡ","Ṡ,N1,D1,P,M2,G1,R1,S",
saujanya,,8,,,"S,R1,M1,D1,Ṡ","Ṡ,D1,M1,R1,S",
saurasEnA,,27,,,"S,R2,M1,P,D1,Ṡ","Ṡ,N3,D1,P,M1,G3,R2,S",
saurAshTram,,17,,,"S,R1,G3,M1,P,M1,D2,N3,Ṡ","Ṡ,N3,D2,N2,D2,P,M1,G3,R1,S",
